0.413500,-0.457900,-0.259800,-0.105700,0.515800,-0.850200
-0.339100,0.813800,0.471600,-0.534700,0.733800,0.419100
-0.434000,-0.787100,0.323700,-0.906000,-0.397800,0.144700
-0.372000,0.045080,-0.474300,-0.736100,0.657200,-0.161800
0.435700,0.352300,0.215200,0.993200,-0.054710,0.102500
-0.424000,-0.785000,-0.439200,-0.007641,-0.089130,-0.996000
-0.181800,-0.008735,0.200100,0.000022,-0.477300,-0.878700
0.422000,-0.794000,0.326100,-0.005434,-0.402200,0.915500
0.224800,0.045290,-0.520800,0.004565,0.667300,-0.744800
0.244300,0.825900,0.475000,0.000000,0.868200,0.496200
0.433400,-0.174600,0.170900,0.524500,0.217000,0.823300
-0.434600,-0.352000,-0.173700,-0.191200,-0.531900,0.824900
-0.003659,-0.565800,0.248300,0.000000,-0.264800,-0.964300
-0.434600,0.399200,0.219800,-0.250400,0.499700,-0.829200
-0.021960,-0.591600,-0.317300,0.000000,-0.865900,-0.500100
0.153200,0.047150,-0.089430,0.000000,1.000000,0.000000
-0.039470,0.539500,0.328900,-0.020540,0.421200,-0.906700
-0.408500,-0.382900,0.222700,0.969900,0.082640,0.229100
0.430100,-0.790600,-0.434000,0.811000,-0.488700,-0.321700
-0.394600,0.018230,-0.102900,-0.882900,0.469500,0.000000
-0.066380,0.047150,-0.349300,0.000000,1.000000,0.000000
0.435300,-0.489900,0.229300,0.968200,-0.012300,-0.249800
0.408300,-0.010430,-0.265700,-0.859600,-0.510900,0.000000
0.410800,0.101600,0.053160,-0.394700,0.418500,-0.818000
0.432600,0.631000,0.349000,0.101600,0.517800,-0.849400
0.149800,-0.011690,0.202000,0.009572,-0.829400,-0.558600
-0.046980,0.803600,0.459700,0.000000,-0.866900,-0.498400
-0.294900,-0.567400,-0.317600,0.000000,0.999900,-0.011420
0.433500,-0.230800,-0.106000,0.457100,-0.398900,0.794900
-0.420400,-0.126800,0.131600,-0.000138,-0.249600,-0.968400
-0.115700,0.047150,-0.062540,0.000000,1.000000,0.000000
-0.303800,0.581400,0.359700,-0.153200,-0.411400,0.898500
-0.435400,0.159700,0.107600,-0.998600,-0.024640,0.045780
-0.250100,-0.578300,0.264200,0.000001,-0.960200,0.279300
0.206600,0.542500,0.325700,0.021160,-0.487600,0.872800
0.220400,-0.583700,-0.328600,0.000000,-0.037660,-0.999300
0.224900,-0.576100,0.271200,0.000000,-0.823700,0.567000
-0.165000,-0.008020,-0.550100,-0.053860,-0.438700,0.897000
0.153200,0.046260,-0.309000,0.000000,-1.000000,0.000000
-0.272500,0.047150,-0.277600,0.000000,1.000000,0.000000
-0.434600,-0.173500,-0.073960,-0.391800,-0.510000,0.765700
0.108800,0.691800,0.412800,0.020220,-0.487600,0.872900
0.404600,-0.011460,-0.462800,0.928600,0.258800,-0.266000
0.027700,0.028560,-0.530900,0.005005,0.469600,-0.882900
-0.012630,0.046260,0.112200,0.000000,-1.000000,0.000000
-0.435000,-0.605400,0.257400,-0.967000,-0.090700,-0.238000
-0.268000,0.046260,0.044980,0.000000,-1.000000,0.000000
0.435000,-0.624500,-0.335900,0.999900,-0.011210,0.002673
0.408600,-0.068890,-0.022220,-0.999800,-0.007980,0.015980
0.333600,-0.009621,0.196300,0.275900,0.442000,0.853600
-0.151100,0.667500,0.403100,-0.020680,0.488200,-0.872500
-0.434500,0.690300,0.396500,-0.989900,0.116200,0.081100
0.233800,0.047150,0.063080,-0.000004,1.000000,-0.000004
0.009775,0.046260,-0.183500,0.000000,-1.000000,0.000000
0.403400,0.765400,0.448700,0.810300,0.400200,0.428000
0.332400,0.046260,-0.125300,0.000000,-1.000000,0.000000
-0.435100,-0.490200,-0.276400,-0.859800,0.253100,-0.443500
0.274300,0.676000,0.394000,0.094900,-0.414000,0.905300
0.410300,-0.329500,0.211200,-0.507500,0.136900,0.850700
-0.435000,-0.633700,-0.356800,-0.836700,0.269600,-0.476700
0.408900,-0.642300,0.269500,-0.983000,-0.033080,-0.180700
-0.340200,-0.000691,0.185800,0.228700,-0.469500,-0.852800
-0.454200,0.007560,0.040320,0.996900,-0.066320,0.042120
-0.408100,-0.009700,-0.326900,0.855500,-0.517400,-0.019970
0.408800,0.491200,0.278000,-0.999100,0.019500,-0.037510
0.292100,0.047150,-0.376200,0.000019,1.000000,-0.000026
-0.432800,0.536400,0.296300,-0.153800,0.501000,-0.851600
0.434000,0.230600,0.126500,0.708500,0.374300,-0.598300
-0.250100,0.046260,-0.129800,0.000000,-1.000000,0.000000
-0.200800,0.047150,-0.412000,0.000000,1.000000,0.000000
-0.191900,0.816900,0.479800,-0.001249,-0.420100,0.907500
0.094920,0.829600,0.460000,0.000000,0.553200,-0.833000
-0.138100,0.046260,-0.214900,0.000000,-1.000000,0.000000
0.027700,0.046260,-0.022230,0.000000,-1.000000,0.000000
0.408700,-0.342200,-0.183500,-0.999900,0.004979,-0.008842
0.447000,-0.019670,0.107800,-0.997300,0.066360,-0.032830
-0.435400,-0.257100,0.174900,-0.999900,-0.000851,-0.011630
-0.157900,-0.593200,-0.314400,0.000000,-0.899100,-0.437800
-0.173900,0.543600,0.334300,-0.020580,0.488100,-0.872600
-0.408500,0.276300,0.174600,0.958700,-0.126100,0.255100
-0.286200,0.704300,0.407100,0.114100,0.299000,-0.947400
0.059060,0.046260,-0.403100,0.000000,-1.000000,0.000000
-0.017030,0.655100,0.395200,0.009516,-0.481300,0.876500
0.269700,0.047150,-0.246300,0.000000,1.000000,0.000000
-0.138100,0.046260,0.080830,0.000000,-1.000000,0.000000
0.085890,0.579200,0.350300,0.020560,-0.488400,0.872400
-0.126500,-0.560200,0.269000,0.019630,0.267400,0.963400
